,address_type,agency,agency_name,bbl,borough,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,due_date,facility_type,incident_address,incident_zip,intersection_street_1,intersection_street_2,landmark,latitude,location,location_type,longitude,open_data_channel_type,park_borough,park_facility_name,resolution_action_updated_date,resolution_description,status,street_name,unique_key,x_coordinate_state_plane,y_coordinate_state_plane,created_time,lonlat,geometry
115,INTERSECTION,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2015-09-09T04:36:22.000,02 MANHATTAN,Urinating in Public,2015-09-08 23:24:15,,,N/A,2015-09-09T07:24:15.000,Precinct,,10003,GREENE STREET,EAST    8 STREET,,40.7312755028,"{u'type': u'Point', u'coordinates': [-73.994035736829, 40.731275502767]}",Street/Sidewalk,-73.9940357368,PHONE,MANHATTAN,Unspecified,2015-09-09T04:36:22.000,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,,31488673,985903,205700,23:24:15,"(-73.99403573682893, 40.731275502766714)",POINT (-73.99403573682893 40.73127550276671)
116,ADDRESS,NYPD,New York City Police Department,1004420011,MANHATTAN,NEW YORK,2015-09-09T22:29:28.000,03 MANHATTAN,Urinating in Public,2015-09-09 20:45:22,2 AVENUE,1 AVENUE,N/A,2015-09-10T04:45:22.000,Precinct,31 EAST 1 STREET,10003,,,,40.7240537966,"{u'type': u'Point', u'coordinates': [-73.990320396815, 40.724053796614]}",Residential Building/House,-73.9903203968,PHONE,MANHATTAN,Unspecified,2015-09-09T22:29:28.000,The Police Department responded to the complaint and took action to fix the condition.,Closed,EAST 1 STREET,31494164,986933,203069,20:45:22,"(-73.99032039681512, 40.724053796613966)",POINT (-73.99032039681512 40.72405379661397)
117,ADDRESS,NYPD,New York City Police Department,1019070001,MANHATTAN,NEW YORK,2015-09-14T21:13:58.000,10 MANHATTAN,Urinating in Public,2015-09-14 20:43:59,WEST 122 STREET,WEST 123 STREET,N/A,2015-09-15T04:43:59.000,Precinct,2041 7 AVENUE,10027,,,,40.8071292733,"{u'type': u'Point', u'coordinates': [-73.9496595887, 40.80712927333]}",Store/Commercial,-73.9496595887,PHONE,MANHATTAN,Unspecified,2015-09-14T21:13:58.000,The Police Department responded to the complaint and took action to fix the condition.,Closed,7 AVENUE,31529543,998186,233340,20:43:59,"(-73.94965958870036, 40.807129273329735)",POINT (-73.94965958870036 40.80712927332974)
118,ADDRESS,NYPD,New York City Police Department,1019070001,MANHATTAN,NEW YORK,2015-09-14T21:15:00.000,10 MANHATTAN,Urinating in Public,2015-09-14 20:23:53,WEST 122 STREET,WEST 123 STREET,N/A,2015-09-15T04:23:53.000,Precinct,2047 7 AVENUE,10027,,,,40.8072746979,"{u'type': u'Point', u'coordinates': [-73.949554723024, 40.807274697876]}",Store/Commercial,-73.949554723,PHONE,MANHATTAN,Unspecified,2015-09-14T21:15:00.000,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,7 AVENUE,31530573,998215,233393,20:23:53,"(-73.94955472302367, 40.80727469787594)",POINT (-73.94955472302367 40.80727469787594)
119,INTERSECTION,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2015-09-15T23:33:45.000,05 MANHATTAN,Urinating in Public,2015-09-15 23:18:11,,,N/A,2015-09-16T07:18:11.000,Precinct,,10016,EAST   28 STREET,PARK AVENUE SOUTH,,40.7433240201,"{u'type': u'Point', u'coordinates': [-73.98407437789, 40.743324020114]}",Street/Sidewalk,-73.9840743779,PHONE,MANHATTAN,Unspecified,2015-09-15T23:33:45.000,Your request can not be processed at this time because of insufficient contact information. Please create a new Service Request on NYC.gov and provide more detailed contact information.,Closed,,31536523,988663,210090,23:18:11,"(-73.98407437788977, 40.74332402011394)",POINT (-73.98407437788977 40.74332402011394)
120,ADDRESS,NYPD,New York City Police Department,1019070001,MANHATTAN,NEW YORK,2015-09-18T03:54:51.000,10 MANHATTAN,Urinating in Public,2015-09-17 22:13:27,WEST 122 STREET,WEST 123 STREET,N/A,2015-09-18T06:13:27.000,Precinct,2041 7 AVENUE,10027,,,,40.8071292733,"{u'type': u'Point', u'coordinates': [-73.9496595887, 40.80712927333]}",Street/Sidewalk,-73.9496595887,PHONE,MANHATTAN,Unspecified,2015-09-18T03:54:51.000,The Police Department responded to the complaint and took action to fix the condition.,Closed,7 AVENUE,31553563,998186,233340,22:13:27,"(-73.94965958870036, 40.807129273329735)",POINT (-73.94965958870036 40.80712927332974)
121,ADDRESS,NYPD,New York City Police Department,1019070001,MANHATTAN,NEW YORK,2015-09-18T03:49:31.000,10 MANHATTAN,Urinating in Public,2015-09-17 20:18:17,WEST 122 STREET,WEST 123 STREET,N/A,2015-09-18T04:18:17.000,Precinct,2041 7 AVENUE,10027,,,,40.8071292733,"{u'type': u'Point', u'coordinates': [-73.9496595887, 40.80712927333]}",Club/Bar/Restaurant,-73.9496595887,PHONE,MANHATTAN,Unspecified,2015-09-18T03:49:31.000,The Police Department responded to the complaint and took action to fix the condition.,Closed,7 AVENUE,31554031,998186,233340,20:18:17,"(-73.94965958870036, 40.807129273329735)",POINT (-73.94965958870036 40.80712927332974)
122,ADDRESS,NYPD,New York City Police Department,1019070001,MANHATTAN,NEW YORK,2015-09-18T03:48:27.000,10 MANHATTAN,Urinating in Public,2015-09-17 21:02:16,WEST 122 STREET,WEST 123 STREET,N/A,2015-09-18T05:02:16.000,Precinct,2041 7 AVENUE,10027,,,,40.8071292733,"{u'type': u'Point', u'coordinates': [-73.9496595887, 40.80712927333]}",Street/Sidewalk,-73.9496595887,PHONE,MANHATTAN,Unspecified,2015-09-18T03:48:27.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,7 AVENUE,31556996,998186,233340,21:02:16,"(-73.94965958870036, 40.807129273329735)",POINT (-73.94965958870036 40.80712927332974)
123,ADDRESS,NYPD,New York City Police Department,1019070001,MANHATTAN,NEW YORK,2015-09-19T20:51:03.000,10 MANHATTAN,Urinating in Public,2015-09-19 20:15:43,WEST 122 STREET,WEST 123 STREET,N/A,2015-09-20T04:15:43.000,Precinct,2041 7 AVENUE,10027,,,,40.8071292733,"{u'type': u'Point', u'coordinates': [-73.9496595887, 40.80712927333]}",Club/Bar/Restaurant,-73.9496595887,PHONE,MANHATTAN,Unspecified,2015-09-19T20:51:03.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,7 AVENUE,31570906,998186,233340,20:15:43,"(-73.94965958870036, 40.807129273329735)",POINT (-73.94965958870036 40.80712927332974)
124,INTERSECTION,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2015-09-25T05:29:04.000,02 MANHATTAN,Urinating in Public,2015-09-25 00:09:19,,,N/A,2015-09-25T08:09:19.000,Precinct,,10003,EAST   12 STREET,4 AVENUE,,40.7327573929,"{u'type': u'Point', u'coordinates': [-73.990026866278, 40.732757392854]}",Street/Sidewalk,-73.9900268663,PHONE,MANHATTAN,Unspecified,2015-09-25T05:29:04.000,The Police Department responded to the complaint and determined that police action was not necessary.,Closed,,31610548,987014,206240,00:09:19,"(-73.9900268662777, 40.732757392854445)",POINT (-73.9900268662777 40.73275739285445)
125,ADDRESS,NYPD,New York City Police Department,1002080019,MANHATTAN,NEW YORK,2015-09-25T23:15:47.000,02 MANHATTAN,Urinating in Public,2015-09-25 21:43:26,HESTER STREET,HOWARD STREET,N/A,2015-09-26T05:43:26.000,Precinct,199 CENTRE STREET,10013,,,,40.7188281811,"{u'type': u'Point', u'coordinates': [-73.999314580543, 40.718828181102]}",Street/Sidewalk,-73.9993145805,PHONE,MANHATTAN,Unspecified,2015-09-25T23:15:47.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,CENTRE STREET,31614594,984440,201165,21:43:26,"(-73.99931458054262, 40.71882818110208)",POINT (-73.99931458054262 40.71882818110208)
126,INTERSECTION,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2015-09-26T21:00:27.000,04 MANHATTAN,Urinating in Public,2015-09-26 20:07:01,,,N/A,2015-09-27T04:07:01.000,Precinct,,10036,WEST   42 STREET,9 AVENUE,,40.7584292301,"{u'type': u'Point', u'coordinates': [-73.992632774593, 40.758429230139]}",Street/Sidewalk,-73.9926327746,PHONE,MANHATTAN,Unspecified,2015-09-26T21:00:27.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,,31620629,986291,215593,20:07:01,"(-73.99263277459292, 40.75842923013922)",POINT (-73.99263277459292 40.75842923013922)
127,ADDRESS,NYPD,New York City Police Department,1010620026,MANHATTAN,NEW YORK,2015-10-19T21:03:56.000,04 MANHATTAN,Urinating in Public,2015-10-19 20:53:23,9 AVENUE,10 AVENUE,N/A,2015-10-20T04:53:23.000,Precinct,411 WEST 52 STREET,10019,,,,40.7650080564,"{u'type': u'Point', u'coordinates': [-73.988657467535, 40.765008056361]}",Street/Sidewalk,-73.9886574675,PHONE,MANHATTAN,Unspecified,2015-10-19T21:03:14.000,The Police Department responded to the complaint and determined that police action was not necessary.,Closed,WEST 52 STREET,31793415,987392,217990,20:53:23,"(-73.98865746753457, 40.76500805636062)",POINT (-73.98865746753457 40.76500805636062)
128,ADDRESS,NYPD,New York City Police Department,1005260055,MANHATTAN,NEW YORK,2015-10-21T01:01:16.000,02 MANHATTAN,Urinating in Public,2015-10-21 00:20:39,WEST HOUSTON STREET,BLEECKER STREET,N/A,2015-10-21T08:20:39.000,Precinct,96 MACDOUGAL STREET,10012,,,,40.7289508414,"{u'type': u'Point', u'coordinates': [-74.001363831113, 40.72895084137]}",Street/Sidewalk,-74.0013638311,PHONE,MANHATTAN,Unspecified,2015-10-21T01:00:33.000,The Police Department responded to the complaint and took action to fix the condition.,Closed,MACDOUGAL STREET,31797060,983872,204853,00:20:39,"(-74.00136383111304, 40.72895084137038)",POINT (-74.00136383111304 40.72895084137038)
129,INTERSECTION,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2015-10-27T00:42:12.000,03 MANHATTAN,Urinating in Public,2015-10-26 23:33:57,,,N/A,2015-10-27T07:33:57.000,Precinct,,10009,EAST    5 STREET,AVENUE A,,40.7248628506,"{u'type': u'Point', u'coordinates': [-73.984403491349, 40.724862850621]}",Street/Sidewalk,-73.9844034913,PHONE,MANHATTAN,Unspecified,2015-10-27T00:41:40.000,The Police Department responded to the complaint and took action to fix the condition.,Closed,,31820771,988573,203364,23:33:57,"(-73.98440349134948, 40.72486285062061)",POINT (-73.98440349134948 40.72486285062061)
130,ADDRESS,NYPD,New York City Police Department,1009080032,MANHATTAN,NEW YORK,2015-11-04T00:19:12.000,06 MANHATTAN,Urinating in Public,2015-11-03 23:11:55,EAST 27 STREET,EAST 28 STREET,N/A,2015-11-04T07:11:55.000,Precinct,491 2 AVENUE,10016,,,,40.7407376218,"{u'type': u'Point', u'coordinates': [-73.978838834535, 40.740737621844]}",Street/Sidewalk,-73.9788388345,PHONE,MANHATTAN,Unspecified,2015-11-04T00:19:12.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,2 AVENUE,31901176,990114,209148,23:11:55,"(-73.978838834535, 40.74073762184435)",POINT (-73.978838834535 40.74073762184435)
131,BLOCKFACE,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2015-11-04T00:52:28.000,05 MANHATTAN,Urinating in Public,2015-11-03 23:38:50,BROADWAY,8 AVENUE,N/A,2015-11-04T07:38:50.000,Precinct,WEST 51 STREET,10019,,,,40.7624879174,"{u'type': u'Point', u'coordinates': [-73.984640149703, 40.762487917448]}",Street/Sidewalk,-73.9846401497,PHONE,MANHATTAN,Unspecified,2015-11-04T00:52:28.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,WEST 51 STREET,31903950,988505,217072,23:38:50,"(-73.98464014970342, 40.76248791744762)",POINT (-73.98464014970342 40.76248791744762)
132,PLACENAME,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2018-05-21T00:39:53.000,05 MANHATTAN,Urinating in Public,2018-05-20 23:21:38,UNION SQUARE EAST,EAST 16 STREET,N/A,2018-05-21T07:21:38.000,Precinct,,10003,,,UNION SQUARE PARK,40.7359550691,"{u'type': u'Point', u'coordinates': [-73.990477437426, 40.735955069119]}",Park/Playground,-73.9904774374,PHONE,MANHATTAN,Unspecified,2018-05-21T00:39:53.000,This complaint does not fall under the Police Department's jurisdiction.,Closed,,39240431,986889,207405,23:21:38,"(-73.99047743742598, 40.73595506911933)",POINT (-73.99047743742598 40.73595506911933)
133,INTERSECTION,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2018-11-01T22:23:30.000,11 MANHATTAN,Urinating in Public,2018-11-01 22:04:30,,,N/A,2018-11-02T06:04:30.000,Precinct,,10029,EAST  116 STREET,LEXINGTON AVENUE,,40.7986223198,"{u'type': u'Point', u'coordinates': [-73.941618941013, 40.798622319802]}",Subway Station,-73.941618941,PHONE,MANHATTAN,Unspecified,2018-11-01T22:23:30.000,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,,40720345,1000414,230242,22:04:30,"(-73.9416189410132, 40.79862231980249)",POINT (-73.9416189410132 40.79862231980249)
134,ADDRESS,NYPD,New York City Police Department,1007440001,MANHATTAN,NEW YORK,2018-06-02T21:40:11.000,04 MANHATTAN,Urinating in Public,2018-06-02 21:00:10,8 AVENUE,9 AVENUE,N/A,2018-06-03T05:00:10.000,Precinct,365 WEST 20 STREET,10011,,,,40.7441567698,"{u'type': u'Point', u'coordinates': [-74.001569846402, 40.744156769769]}",Street/Sidewalk,-74.0015698464,PHONE,MANHATTAN,Unspecified,2018-06-02T21:40:11.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,WEST 20 STREET,39354248,983815,210393,21:00:10,"(-74.00156984640189, 40.74415676976881)",POINT (-74.00156984640189 40.74415676976881)
135,INTERSECTION,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2018-06-26T20:37:05.000,04 MANHATTAN,Urinating in Public,2018-06-26 20:27:23,,,N/A,2018-06-27T04:27:23.000,Precinct,,10001,8 AVENUE,WEST   33 STREET,,40.7515235265,"{u'type': u'Point', u'coordinates': [-73.993947302185, 40.751523526488]}",Street/Sidewalk,-73.9939473022,PHONE,MANHATTAN,Unspecified,2018-06-26T20:37:05.000,The Police Department responded to the complaint and determined that police action was not necessary.,Closed,,39570243,985927,213077,20:27:23,"(-73.99394730218468, 40.7515235264882)",POINT (-73.99394730218468 40.7515235264882)
136,INTERSECTION,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2018-07-05T01:11:13.000,10 MANHATTAN,Urinating in Public,2018-07-04 20:36:47,,,N/A,2018-07-05T04:36:47.000,Precinct,,10027,WEST  120 STREET,MANHATTAN AVENUE,,40.8075925748,"{u'type': u'Point', u'coordinates': [-73.954947619609, 40.807592574783]}",Park/Playground,-73.9549476196,PHONE,MANHATTAN,Unspecified,2018-07-05T01:11:13.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,,39640209,996722,233508,20:36:47,"(-73.95494761960903, 40.807592574783435)",POINT (-73.95494761960903 40.80759257478343)
137,ADDRESS,NYPD,New York City Police Department,1016400001,MANHATTAN,NEW YORK,2018-11-10T00:57:16.000,11 MANHATTAN,Urinating in Public,2018-11-10 00:01:08,EAST 112 STREET,EAST 115 STREET,N/A,2018-11-10T08:01:08.000,Precinct,1611 PARK AVENUE,10029,,,,40.7983435052,"{u'type': u'Point', u'coordinates': [-73.943930725159, 40.798343505208]}",Residential Building/House,-73.9439307252,PHONE,MANHATTAN,Unspecified,2018-11-10T00:57:16.000,The Police Department responded to the complaint and took action to fix the condition.,Closed,PARK AVENUE,40846648,999774,230140,00:01:08,"(-73.94393072515884, 40.798343505207725)",POINT (-73.94393072515884 40.79834350520773)
138,ADDRESS,NYPD,New York City Police Department,1020590057,MANHATTAN,NEW YORK,2018-08-09T05:11:32.000,09 MANHATTAN,Urinating in Public,2018-08-09 00:11:42,CONVENT AVENUE,AMSTERDAM AVENUE,N/A,2018-08-09T08:11:42.000,Precinct,468 WEST 145 STREET,10031,,,,40.8249357893,"{u'type': u'Point', u'coordinates': [-73.946918133578, 40.824935789266]}",Street/Sidewalk,-73.9469181336,PHONE,MANHATTAN,Unspecified,2018-08-09T05:11:32.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,WEST 145 STREET,39959195,998941,239828,00:11:42,"(-73.94691813357791, 40.824935789265524)",POINT (-73.94691813357791 40.82493578926552)
139,ADDRESS,NYPD,New York City Police Department,1007790010,MANHATTAN,NEW YORK,2018-08-19T03:42:05.000,05 MANHATTAN,Urinating in Public,2018-08-19 02:33:55,7 AVENUE,8 AVENUE,N/A,2018-08-19T10:33:55.000,Precinct,249 WEST 29 STREET,10001,,,,40.7484521719,"{u'type': u'Point', u'coordinates': [-73.994301270585, 40.748452171879]}",Residential Building/House,-73.9943012706,PHONE,MANHATTAN,Unspecified,2018-08-19T03:42:05.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,WEST 29 STREET,40054016,985829,211958,02:33:55,"(-73.99430127058464, 40.74845217187899)",POINT (-73.99430127058464 40.74845217187899)
140,INTERSECTION,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2018-11-23T01:18:54.000,03 MANHATTAN,Urinating in Public,2018-11-22 23:18:49,,,N/A,2018-11-23T07:18:49.000,Precinct,,10002,CHERRY STREET,MARKET SLIP,,40.710558069,"{u'type': u'Point', u'coordinates': [-73.994142194236, 40.710558069021]}",Park/Playground,-73.9941421942,PHONE,MANHATTAN,Unspecified,2018-11-23T01:18:54.000,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,,41008156,985874,198152,23:18:49,"(-73.99414219423629, 40.710558069021054)",POINT (-73.99414219423629 40.71055806902105)
141,BLOCKFACE,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2018-09-01T03:26:19.000,12 MANHATTAN,Urinating in Public,2018-09-01 00:56:48,FT WASHINGTON AVENUE,PINEHURST AVENUE,N/A,2018-09-01T08:56:48.000,Precinct,WEST 187 STREET,10033,,,,40.8552545308,"{u'type': u'Point', u'coordinates': [-73.937336217178, 40.855254530806]}",Street/Sidewalk,-73.9373362172,PHONE,MANHATTAN,Unspecified,2018-09-01T03:26:19.000,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,WEST 187 STREET,40158822,1001585,250876,00:56:48,"(-73.9373362171776, 40.855254530806)",POINT (-73.9373362171776 40.855254530806)
142,ADDRESS,NYPD,New York City Police Department,1007910070,MANHATTAN,NEW YORK,2018-09-06T03:12:37.000,04 MANHATTAN,Urinating in Public,2018-09-05 21:47:11,AVENUE OF THE AMERICAS,7 AVENUE,N/A,2018-09-06T05:47:11.000,Precinct,146 WEST 16 STREET,10011,,,,40.7392518775,"{u'type': u'Point', u'coordinates': [-73.997239438874, 40.739251877493]}",Street/Sidewalk,-73.9972394389,PHONE,MANHATTAN,Unspecified,2018-09-06T03:12:37.000,The Police Department responded to the complaint and took action to fix the condition.,Closed,WEST 16 STREET,40201019,985015,208606,21:47:11,"(-73.9972394388741, 40.7392518774925)",POINT (-73.9972394388741 40.7392518774925)
143,INTERSECTION,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2018-09-12T03:33:17.000,03 MANHATTAN,Urinating in Public,2018-09-12 03:06:34,,,N/A,2018-09-12T11:06:34.000,Precinct,,10002,HESTER STREET,ALLEN STREET,,40.716203908,"{u'type': u'Point', u'coordinates': [-73.991905154182, 40.716203907964]}",Street/Sidewalk,-73.9919051542,PHONE,MANHATTAN,Unspecified,2018-09-12T03:33:18.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,,40262314,986494,200209,03:06:34,"(-73.99190515418172, 40.71620390796411)",POINT (-73.99190515418172 40.71620390796411)
